id	url	timestamp	title	activity_type	felt	duration_seconds	distance	distance_units	description	effort_outof_5	gear	weather	calories
23302924	http://www.dailymile.com/entries/23302924	2013-06-13T11:28:12Z	Track workout 4 x 800m	Running	alright	1800	3.5	miles	Ran what Bernd called a threshold workout. 4 x 800 with 100m recovery and we actually continued to chatter some during the workout. Tagged on a little extra mileage around the track at the end. Splits: 3:15, 3:16, 3:11, 3:08	3			363
23323925	http://www.dailymile.com/entries/23323925	2013-06-14T13:34:59Z	Glen Springs Rd. Loop	Running	alright	3390	6.16	miles		1	Altra Instinct Black		679
23359223	http://www.dailymile.com/entries/23359223	2013-06-16T15:11:26Z	Harris Branch area 	Running	blah	3080	5.01	miles	A few stiff and sore spots.	2	Merrell Vapor Glove red		618
23370979	http://www.dailymile.com/entries/23370979	2013-06-17T03:03:57Z	Lady Bird Lake trails	Running	good	4200	7.59	miles	Exploring the paths (mostly crushed granite) on the north side of Lady Bird Lake in Austin, TX.	2	Merrell Vapor Glove red		849
23409683	http://www.dailymile.com/entries/23409683	2013-06-18T23:26:59Z	morning run	Running	good	2880	5	miles		2	Merrell Vapor Glove red		582
23409843	http://www.dailymile.com/entries/23409843	2013-06-18T23:35:51Z	Austin Hilton to Barton Springs Greenway	Running	good	3840	7.25	miles	Austin has a great trail system! Not exactly sure how far along I went on the Barton Springs Greenway. The rocky parts were not very much fun in my Vapor Gloves so I turned around after a while and was glad to get back onto the softer paths.	3	Merrell Vapor Glove red	hot	776
23442876	http://www.dailymile.com/entries/23442876	2013-06-20T14:22:14Z	treadmill	Running	alright	2400	4	miles		2	Merrell Vapor Glove red		485
23462389	http://www.dailymile.com/entries/23462389	2013-06-21T14:33:48Z	Harris Branch	Running	alright	2460	4.02	miles	Calves were sore at the beginning. Very warm this morning.	1	Merrell Vapor Glove red		497
23558050	http://www.dailymile.com/entries/23558050	2013-06-26T13:20:04Z	Brywood to NW 31st Blvd (Glen Springs Rd) out and back	Running	alright	1994	4.0476	miles		3	Altra The One	sunny	400
23575446	http://www.dailymile.com/entries/23575446	2013-06-27T11:24:06Z	short round trip UF track	Running	alright	1980	3.37	miles		1	Altra Samson		400
23575667	http://www.dailymile.com/entries/23575667	2013-06-27T11:35:35Z	Track workout	Running	alright	2140	4.25	miles	Great workout with John Davis. 2 x 1600m (6:13, 6:18), 2 x 800m (3:02, 3:00).  We took a little more rest in between than originally planned (whole lap instead of 60s). I added 2 x 400m on the end (1:11, 1:12).	4	Altra Samson		424
23594303	http://www.dailymile.com/entries/23594303	2013-06-28T11:09:49Z	early morning run	Running	blah	4740	7.59	miles	Legs were sore and tired this morning.	2	Altra Instinct Black		958
23610406	http://www.dailymile.com/entries/23610406	2013-06-29T12:52:59Z	no sidewalks	Running	alright	5940	9	miles	At least one of the foot bridges I use on this route were washed out. Legs were still fairly sore and stiff (especially at the start).	2	Merrell Trail Glove		1200
23643113	http://www.dailymile.com/entries/23643113	2013-07-01T02:24:30Z	heat training at the beach	Running	good	4380	7.64	miles	Noontime heat training on Anastasia Island, fasted run (only water and coffee in the morning). Wore long sleeves for my beach run and then cooled off in the ocean. Wore my Vapor Gloves since I didn't want to tear up my feet with a race coming up.	3	Merrell Vapor Glove red	hot sunny	885
23669978	http://www.dailymile.com/entries/23669978	2013-07-02T12:47:28Z	morning	Running	alright	1830	3.2	miles		2	VFF Bikila		363
23693198	http://www.dailymile.com/entries/23693198	2013-07-03T14:45:25Z	Glen Springs Rd. Loop	Running	good	3240	6.16	miles	Wore long sleeves to get some heat training in. Hopefully it won't feel so hot at tomorrow's race!	2	Altra Instinct Black	sunny	654
23711710	http://www.dailymile.com/entries/23711710	2013-07-04T14:55:28Z	warm up and down	Running	alright	3000	4.75	miles		2	Inov-8 Bare-X 150		606
23711830	http://www.dailymile.com/entries/23711830	2013-07-04T14:59:09Z	Melon Run 3 mile race	Running	alright	1061	3	miles	Warm and humid morning! My best Melon Run performance yet in 17:41. Won my age group and brought home a nice watermelon to share with the family. Mile Splits: 6:28, 5:43, 5:31	5	Inov-8 Bare-X 150		206
23729860	http://www.dailymile.com/entries/23729860	2013-07-05T14:51:46Z	Santa Fe water stop out-and-back	Running	good	4244	8.77	miles	Hot! Enjoying my leftover (cold!) watermelon prize.	3	Altra Instinct Black	hot sunny	849
23743377	http://www.dailymile.com/entries/23743377	2013-07-06T12:37:44Z	University Ave 6mi loop	Running	alright	3691	6.24	miles	Recovery run.	2	Altra Instinct Black		739
23774136	http://www.dailymile.com/entries/23774136	2013-07-08T00:41:12Z	Swamp stadium Bull Gator statue roundtrip	Running	alright	2460	4.4	miles		2	Altra Samson	hot sunny	497
23774260	http://www.dailymile.com/entries/23774260	2013-07-08T00:50:38Z	Stadium stairs	Running		785	1	miles	It was hot and very humid at 11am this morning. My plan was to try to complete an hour of stadiums, full stairs, easy pace but no stops at the top or bottom. Reality check. I only managed 13 minutes, 7 repeats. There is a lot of training opportunity here. I included extra heat training by wearing long sleeves.	3	Altra Samson	hot sunny	157
23804509	http://www.dailymile.com/entries/23804509	2013-07-09T12:40:06Z	woops	Running	alright	2755	5.01	miles	Got into this morning's run and realized that I had miscalculated the time I needed to get back to wake the kids up for their summer day camp. Had to book it home. Legs still very sore but did not feel like a hard effort even on the way back. Out and back splits: 27:16, 18:39	3	Altra Instinct Black		545
23817212	http://www.dailymile.com/entries/23817212	2013-07-10T00:01:28Z	Brywood to 13th St	Running	alright	1740	3.19	miles	I was all sweaty and nasty from helping my neighbor split wood so I went for a run after.  Legs still sore from Sunday.  First run in Merrell Bare Access (got them at Ross for 40 bucks). They are very lightweight zero drop shoes. So far so good.	2	Merrell Bare Access		351
23824466	http://www.dailymile.com/entries/23824466	2013-07-10T10:31:02Z	The Daily	Running	alright	1183	1.66	miles		2	Soft Star Moc3		230
23846490	http://www.dailymile.com/entries/23846490	2013-07-11T11:48:49Z	short round trip UF track	Running	alright	2100	3.37	miles		2	Altra Samson		424
23846652	http://www.dailymile.com/entries/23846652	2013-07-11T11:55:50Z	Track workout 8 x 1200m	Running	alright	3072	6.8	miles	A good workout on already sore legs. 2 minutes rest easy jog in between each rep. Splits: 4:36, 4:40, 4:46, 4:44, 4:32, 4:36, 4:31, 4:34	4	Altra Samson		618
23866260	http://www.dailymile.com/entries/23866260	2013-07-12T10:25:46Z	The Daily	Running	alright	1170	1.66	miles		1	Soft Star Moc3		230
23885524	http://www.dailymile.com/entries/23885524	2013-07-13T14:17:58Z	Long run	Running	alright	11293	21.14	miles	Home to the Santa Fe water stop, back past the painted wall to campus, to Depot Ave., then to Boulware Springs water stop on the Gainesville-Hawthorne trail.	2	Altra Instinct Black	sunny	2280
23908570	http://www.dailymile.com/entries/23908570	2013-07-14T18:44:37Z	Cone Park track	Running	alright	3030	6	miles	Ran laps while the kids played at the playground.	2	Merrell Vapor Glove red		606
23943311	http://www.dailymile.com/entries/23943311	2013-07-16T11:57:17Z	Santa Fe water stop out-and-back	Running	great	4211	8.77	miles	Soggy! Pushed a little on the way back. Splits: 38:57, 31:14	3	Altra The One		849
23970050	http://www.dailymile.com/entries/23970050	2013-07-17T16:22:32Z	The Daily	Running	blah	1060	1.6	miles		1	Soft Star Moc3		206
23988075	http://www.dailymile.com/entries/23988075	2013-07-18T14:44:56Z	warmup cooldown	Running	alright	1800	3.2	miles		2	Altra Samson		363
23988222	http://www.dailymile.com/entries/23988222	2013-07-18T14:45:18Z	Track 10 x 400m	Running	good	2220	5	miles	Track workout with John Davis. Set up a video camera to capture our form. 10 x 400m with full lap recovery. Splits: 82, 79, 76, 75, 77, 77, 75, 78, 78, 79	4	Altra Samson		448
24030429	http://www.dailymile.com/entries/24030429	2013-07-20T23:07:26Z	thru campus	Running	alright	3960	6.88	miles		2	Altra Samson		800
24030463	http://www.dailymile.com/entries/24030463	2013-07-20T23:10:05Z	Stadium stairs	Running		886	1	miles	Full stairs bottom to top and back with no rest in between. Managed 8 reps before I quit. Wore long sleeves.	4	Altra Samson		169
24048776	http://www.dailymile.com/entries/24048776	2013-07-22T00:22:24Z	Lloyd Clarke Sports group run	Running	alright	6300	12	miles	Good group!  I added some extra miles before and after. Legs were tired and it was sloppy humid so perceived effort was high.	3	Altra Instinct Black		1273
24075208	http://www.dailymile.com/entries/24075208	2013-07-23T11:38:43Z	good morning run	Running	good	6470	12.63	miles	A nice solid run. I like my new Merrell Bare Access shoes.	3	Merrell Bare Access		1297
24117266	http://www.dailymile.com/entries/24117266	2013-07-25T11:36:47Z	warmup and down	Running	alright	1320	2.25	miles		1	Altra Samson		327
24117387	http://www.dailymile.com/entries/24117387	2013-07-25T11:43:20Z	Track workout 4 x 1200m	Running	good	1442	3.75	miles	The stadium stairs are paying off. 4 x 1200m Splits: 4:12, 4:12, 4:17, 4:20	4	Altra Samson		291
24136975	http://www.dailymile.com/entries/24136975	2013-07-26T11:40:50Z	8th Ave short flat	Running	blah	2707	4.3	miles	Less sleep and hard workouts are catching up with me.	2	Altra Instinct Black		545
24156505	http://www.dailymile.com/entries/24156505	2013-07-27T15:24:36Z	LSD	Running	blah	10664	19.4	miles	Didn't get started until 8 am so it was sunny and hot by finish time at 11am. This was a tough one.	3	Merrell Bare Access	hot sunny	2146
24170236	http://www.dailymile.com/entries/24170236	2013-07-28T11:51:31Z	morning	Running	alright	5520	9.27	miles	Boom. 50 mile week. Tired for sure.	2	Altra Instinct Black		1115
24212877	http://www.dailymile.com/entries/24212877	2013-07-30T12:20:18Z	sweaty morning	Running	alright	5640	9.67	miles		2	Altra Instinct Black		1140
24233908	http://www.dailymile.com/entries/24233908	2013-07-31T11:57:02Z	Brywood to NW 31st Blvd (Glen Springs Rd) out and back	Running	alright	2302	4.0476	miles		2	Soft Star Moc3		460
24254190	http://www.dailymile.com/entries/24254190	2013-08-01T11:54:46Z	Track workout 14 x 500m	Running	alright	2206	5.2	miles	Track workout 14 x 500m with 100m recovery (40 - 50 seconds).  Average splits were around 1:50 (5:54 mile pace) which is a little slower than I wanted.  I have been feeling some systemic tiredness but I was still able to put in a good hard effort, so overall happy with the workout. Next week no track workout.	4	Altra Samson		436
24256563	http://www.dailymile.com/entries/24256563	2013-08-01T13:41:22Z	warm up and down	Running	alright	3000	4.86	miles		2	Altra Samson		606
24310725	http://www.dailymile.com/entries/24310725	2013-08-04T14:23:51Z	Swamp stadium Bull Gator statue roundtrip	Running		2640	4.4	miles		2	Altra Samson		533
24310791	http://www.dailymile.com/entries/24310791	2013-08-04T14:27:37Z	Swamp stadium stairs	Running	alright	870	1	miles	Full stairs bottom to top and back with no rest in between. Felt like I was going to pass out after the last one so I guess I pushed hard into oxygen debt. Finished 8 reps total, most reps under 1:50.	4	Altra Samson		169
24328564	http://www.dailymile.com/entries/24328564	2013-08-05T11:54:02Z	Glen Springs Rd. Loop	Running	good	3150	6.16	miles	"Legs a tiny bit sore and tired from yesterday stadium stairs, but ""normal"" runs feel like they take so much less effort now.  Passed 400 miles in my Altra Instincts."	3	Altra Instinct Black		630
24349686	http://www.dailymile.com/entries/24349686	2013-08-06T11:58:38Z	heat training	Running		5130	9.15	miles	Sweatpants and long sleeves.  A lot of horrible smells in the air today. Between roadkill, smelly spilled garbage, and the heat training it was not my favorite running experience.	3	Merrell Bare Access		1030
24370820	http://www.dailymile.com/entries/24370820	2013-08-07T12:08:14Z	8th Ave short flat	Running	alright	2618	4.3	miles		3	Altra Instinct Black		521
24425950	http://www.dailymile.com/entries/24425950	2013-08-10T12:56:27Z	hill loops	Running	alright	1835	3.2	miles	Stiff from taking some days off.	2	Soft Star Moc3		369
24456764	http://www.dailymile.com/entries/24456764	2013-08-12T00:20:30Z	Cone Park track	Running	alright	1200	2	miles	1 mile warmup, 1 mile of stride the straights, jog the curves.	2	Merrell Vapor Glove red		246
24484350	http://www.dailymile.com/entries/24484350	2013-08-13T12:16:47Z	morning	Running	alright	5340	9.13	miles	Meh. Actually felt good from about 40 - 60 minutes but otherwise sore and sluggish.  Wish I could figure out how to take some days off and not end up feeling crummy afterward.	2	Altra Instinct Black		1102
24523909	http://www.dailymile.com/entries/24523909	2013-08-15T11:37:56Z	warm up and down	Running	good	3000	5.3	miles	Included 1 mile of stride the straights, jog the curves.	2	Altra Samson		619
24524049	http://www.dailymile.com/entries/24524049	2013-08-15T11:46:10Z	Time trial 1600m and 400m	Running	good	405	1.25	miles	I'm well into my taper so I ran some fast time trials instead of a workout. Legs felt pretty good.  Solo 1600m in 5:16, 400m in 63s. I was hoping to go under 5 min. for the 1600m which I didn't hit but still an improvement. Happy with the 400m, getting closer to going under a minute.  1600m splits: 1:13, 1:21, 1:23, 1:19	5	Altra Samson		74
24557848	http://www.dailymile.com/entries/24557848	2013-08-17T11:56:56Z	morning	Running	alright	3215	5.6	miles	Sore and stiff at the beginning, especially my Achilles tendons.	2	Merrell Bare Access		656
24577445	http://www.dailymile.com/entries/24577445	2013-08-18T14:20:51Z	San Felasco	Running	good	5400	10.5	miles	Was just going to go for an easy trail run but after about 30 minutes in I felt so good that I decided to go go go, basically getting in a trail temp run. On my second loop I crossed paths with Meredith D. and ran the rest of the way with her. I feel good and ready for Friday's race.	3	New Balance Minimus MT00 green		1115
24594336	http://www.dailymile.com/entries/24594336	2013-08-19T11:55:15Z	Brywood to NW 31st Blvd (Glen Springs Rd) out and back	Running	alright	2400	4.0476	miles		2	Altra Instinct Black		495
24625097	http://www.dailymile.com/entries/24625097	2013-08-20T21:54:41Z	real heat training	Running	blah	2245	4.1	miles	Double layers on bottom and top (thermal under layer and fleece jacket).  Hat and gloves. Body wanted to shut down at 28 minutes.  Went a little less than planned, but don't care.  Now I sit outside (still in the heat) and let the body cool itself down. Feels awful but I think it works well (like sauna training).	4	Merrell Bare Access		458
24654316	http://www.dailymile.com/entries/24654316	2013-08-22T11:55:12Z	easy shakeout and strides	Running	alright	3480	5.8	miles	Included 1 mile of strides on the track.	2	Altra Samson		718
